DTXSID,general,repro_dev
DTXSID5020281,-0.8914241948739816,
DTXSID8020961,0.286348998246253,
DTXSID6026080,2.192717001438665,
DTXSID0021836,-0.5336026106721106,
DTXSID3020596,2.027647886963613,
DTXSID2021284,2.728228088339255,
DTXSID0020153,0.369487376319833,
DTXSID5020152,2.030306841684051,
DTXSID8039241,1.916512030371612,
DTXSID9021841,0.5633074023359458,
DTXSID0034857,-0.09337446303290747,
DTXSID9034650,1.397849549499327,
DTXSID5020865,0.7024913849438656,
DTXSID7020764,1.609303896422369,
DTXSID8024101,0.2107087486828291,
DTXSID3026691,2.332594269239374,
DTXSID1024126,-2.07040732174012,
DTXSID6024177,-1.502396792858962,
DTXSID0020606,2.094786319378201,1.94427132154621
DTXSID3042219,2.027647886963613,
DTXSID0021129,0.09478631937820095,
DTXSID3037541,-0.1018934732223055,
DTXSID7032555,0.2534130231917488,
DTXSID6022472,2.239618592516165,
DTXSID5020605,1.423425810723018,0.7318048858589785
DTXSID3034610,0.1543720093624451,
DTXSID5034270,2.057448861936071,
DTXSID7032424,-0.2799311557667538,
DTXSID7022253,1.496451071878043,0.6346411541203116
DTXSID4020240,1.563307402335946,
DTXSID2021864,1.617963623318929,
DTXSID4091528,-1.482450088224729,
DTXSID8023842,0.9301066328166154,
DTXSID4024012,0.864337397999927,
DTXSID2021868,1.966675431147829,
DTXSID8024814,1.864337397999927,
DTXSID7021869,1.093747626586814,
DTXSID1020431,1.232352939978615,
DTXSID9020295,0.382809125709744,
DTXSID6021872,0.7459415956894346,
DTXSID9021138,0.6896579277307349,
DTXSID3020415,0.9946711664949331,
DTXSID5020023,-1.737722593328035,
DTXSID6020438,1.150644136843202,
DTXSID1021877,1.611279154908376,
DTXSID5020029,0.2253015610723287,-0.3635898231408419
DTXSID5021881,0.8185799074392518,
DTXSID8020044,0.5896014501394344,
DTXSID5021883,0.6513530318637865,
DTXSID8020597,2.306240400908453,
DTXSID8024284,3.016778636058882,
DTXSID1024122,1.731513658195547,
DTXSID9061461,-0.135662602000073,
DTXSID9032113,0.3977330375763137,
DTXSID3021431,1.864337397999927,
DTXSID5021889,2.306300221435885,
DTXSID7024166,0.9083602127638473,
DTXSID7051555,-0.05648135595244817,
DTXSID6026298,1.966675431147829,
DTXSID6024200,1.651353031863786,
DTXSID4021137,0.8185799074392519,
DTXSID4020167,1.340808201335023,
DTXSID1034715,1.397849549499327,
DTXSID5024637,1.407502844625848,
DTXSID7021360,2.240914355056439,
DTXSID4020298,1.764648779979997,
DTXSID1023996,1.295701162158914,
DTXSID6020359,2.528979373556052,
DTXSID5021124,1.832820346553862,
DTXSID7026811,-0.8483849361140914,
DTXSID8020206,1.600493842678324,
DTXSID6021907,-0.44555698114427,
DTXSID1025433,1.733569117730903,
DTXSID1021328,2.831885374218789,
DTXSID9032375,1.724777267942304,
DTXSID6020646,0.140802078526107,
DTXSID2025553,0.3177418734074561,
DTXSID0021917,2.275159443244517,
DTXSID7024087,1.957405733845817,
DTXSID9038717,0.5464824743737587,
DTXSID9021924,-0.135662602000073,
DTXSID4042121,0.7936944802662634,
DTXSID7034545,0.9937757126859925,
DTXSID60858781,-0.7540857962866355,
DTXSID5020100,-2.462389423913022,
DTXSID9021928,2.338375172664024,
DTXSID6025355,0.6424886483835706,
DTXSID3021932,0.7000279694923526,
DTXSID6026878,2.196775857915533,
DTXSID9025796,0.5597362512518175,
DTXSID2021941,2.263145128203191,
DTXSID4023917,1.040428657055608,
DTXSID10872816,0.09733350839208085,
DTXSID8021199,0.1924610747973448,
DTXSID7034961,0.1196099031032331,
DTXSID6034764,2.406713932979543,
DTXSID8021519,1.772822416878577,
DTXSID5034307,-1.475352231980816,
DTXSID8034956,0.2611724096197828,
DTXSID4034948,0.6405441075272272,
DTXSID6032562,1.260591607818872,
DTXSID5032600,-0.2237082315279136,
DTXSID6032356,-0.260601338608373,
DTXSID7021948,-0.3556518697048721,
DTXSID8032548,0.4295042822474301,
DTXSID1020560,-0.285492545137726,
DTXSID4020450,-0.6110148339808888,
DTXSID5021411,1.017820905860218,
DTXSID0039223,-1.556351086098734,
DTXSID5034773,-0.09426991684184786,
DTXSID5020607,0.646867567897979,
DTXSID1021956,1.606276475729126,
DTXSID2032556,-1.03698356625317,
DTXSID4024985,2.42950428224743,1.940999983289359
DTXSID2020682,-1.644526985480289,
DTXSID6021959,1.828125225345482,
DTXSID7024372,-0.292256071356476,
DTXSID1034212,0.8398123729352849,
DTXSID3025091,-0.919378369351394,
DTXSID4032372,-0.1533913689605046,
DTXSID0023878,2.874970804218989,
DTXSID0020498,1.660217415344002,
DTXSID0021965,1.070636515945537,
DTXSID1020439,-0.5704957177525699,
DTXSID4034609,-1.888143685199319,
DTXSID9034492,1.895801956320976,
DTXSID0020529,-0.2864461832487184,
DTXSID2020507,0.7528445593597309,
DTXSID4020791,0.2399374103733886,
DTXSID9024142,0.216841377666595,
DTXSID5021465,0.9612474110079835,
DTXSID1032359,0.4717924212145956,
DTXSID4032613,-0.5052404374926166,
DTXSID4021268,-0.210554328033158,
DTXSID4021975,0.8802703338574747,
DTXSID7020766,1.563307402335946,
DTXSID1034503,-0.03698356625317002,
DTXSID9032533,0.3380078323226388,
DTXSID6032645,0.864337397999927,0.7138224001679364
DTXSID1032642,1.024265034833893,
DTXSID3024499,1.739398661391627,
DTXSID7020716,0.778402935145077,
DTXSID9020792,1.745228254889244,
DTXSID6020351,0.6343769424020134,
DTXSID0024553,2.12117504784195,
DTXSID4020533,1.022699890095177,
DTXSID2032637,-0.3832299927385989,
DTXSID7021605,2.624480885463485,
DTXSID1020300,1.370842430404799,
DTXSID4020903,0.06291229999160365,
DTXSID9020794,0.7005499571115996,
DTXSID4034497,0.5858514831073541,
DTXSID7034383,1.485895179027168,
DTXSID3027037,0.3267353958988831,
DTXSID3021986,0.8128481038311187,
DTXSID2032502,0.3104243106905502,
DTXSID9023883,-1.95653430621891,
DTXSID3032549,1.598949927701654,
DTXSID6041892,0.7674273849918706,
DTXSID9034496,1.698879545163308,
DTXSID5023954,-0.8608923071974888,
DTXSID2020216,1.406166731686971,
DTXSID4032532,0.4295042822474301,
DTXSID3024289,1.79405488237461,
DTXSID8034871,1.176000799882971,
DTXSID3034329,0.5230429153318927,
DTXSID2022254,-2.062220864404542,
DTXSID4024064,0.4771212547196624,
DTXSID2032398,0.8283178598493738,
DTXSID2023806,-0.1862725953551602,
DTXSID1024386,0.405916641946508,
DTXSID8034588,0.1549019599857432,
DTXSID0032520,1.178306989455127,
DTXSID3024364,1.502589883299597,
DTXSID8037598,0.8820945261229041,
DTXSID4032611,-1.690196080028514,
DTXSID0032655,1.097910926596021,
DTXSID2021993,0.4771212547196626,
DTXSID0047741,0.3556990918341997,
DTXSID9020243,1.019944497359877,
DTXSID0021385,1.175411125636688,
DTXSID2020262,0.6619864380828488,
DTXSID2021446,1.891417932231834,
DTXSID4021391,0.4292338862885097,
DTXSID7032557,-0.1488908677338282,
DTXSID9034365,-0.04584794973338582,
DTXSID7026314,-0.1214693850147903,
DTXSID2022333,1.905730083158152,
DTXSID1032519,1.330993219041424,
DTXSID0034300,0.8036413762468428,
DTXSID7024291,-0.9031804461646542,
DTXSID5026259,2.165364888452217,
